followers,following,posts,has_profile_pic,username_length
232,381,240,1,0.0820043779421192
786,668,95,1,0.225638854840424
150,447,15,1,0.141017286239183
497,998,104,1,0.0
4537,1493,240,1,0.0
1520,1012,171,1,0.0
104,125,10,1,0.0
267,336,40,1,0.2612609961896061
13,16,3,1,0.0
695,583,58,1,0.0425809823051855
304,405,8,1,0.0
18565,960,899,1,0.0
1922,1090,210,1,0.0
663,436,169,1,0.0310111180547892
1224,379,77,1,0.0302230876945124
988,977,84,1,0.10190824108591
137,229,61,1,0.0
656,1451,985,1,0.0
53,35,2,1,0.0506178490937283
847,132,123,1,0.0
1024,541,300,1,0.0
116342,23,242,1,0.0
708,673,44,1,0.0
424,602,42,1,0.0
1797,464,269,1,0.0
755,657,72,1,0.0679833935985579
142,99,12,1,0.1
1179,623,59,1,0.1632044505687623
513,473,74,1,0.0
731,487,165,1,0.0
291,371,10,1,0.0
109,143,19,1,0.0
620,474,217,1,0.0
611,1337,21,1,0.0
888,515,911,1,0.0987074837455247
484,1196,66,1,0.0
101,123,8,1,0.1042309317482153
805,667,112,1,0.3123905248858704
167,67,90,1,0.035185419330007
1333,462,115,1,0.0675656556299412
535,472,246,1,0.0
157,171,10,1,0.1297710517130096
197,388,49,0,0.0
324688,80,458,1,0.0412395831130923
27886,463,513,1,0.0
18166,450,441,1,0.0
910,741,179,1,0.0
681,495,192,1,0.0
1448,588,151,1,0.0
194,51,80,1,0.0760261860951468
643,1020,51,0,0.0
545,634,21,1,0.0
731,1164,1131,1,0.0
1076,1911,117,1,0.0
782,469,9,1,0.3442662803149788
104,110,52,1,0.0
247,336,7,1,0.0873065214758097
190,185,4,1,0.0
333,530,40,1,0.0962711257360281
194,347,22,1,0.0
2367,819,532,1,0.0
920,2175,105,1,0.0
91,113,8,1,0.0
984,74,35,1,0.0358082352256173
266,299,55,1,0.1840806633366364
80,260,27,1,0.1000758823900565
110082,114,373,1,0.0
42033,3072,83,1,0.0
642,1020,52,0,0.0
675,619,78,1,0.0
910,555,218,1,0.0
472,423,11,1,0.0964529689514356
627,476,217,1,0.0
102,123,4,1,0.0509170374658596
759,658,75,1,0.0882303725487251
261,220,5,1,0.0
1023,519,185,1,0.0
6454170,633,366,1,0.0362532109711047
814,745,85,1,0.0106405605558816
3670,1101,223,1,0.0
138,65,188,1,0.1323534017761012
50944,624,555,1,0.0
854,480,580,1,0.0
1665,1068,137,1,0.0
2666,671,169,1,0.0
2723,1009,1042,1,0.0
217,309,10,0,0.2610667972898606
143,239,56,1,0.0
288,222,155,1,0.0
2730,524,284,1,0.0
36220,367,270,1,0.0
633,279,23,1,0.0
193,198,7,1,0.0
807,681,108,1,0.299299939468191
2445,407,139,1,0.0
196,173,25,1,0.0
2947,471,190,1,0.0711222347084686
261,330,21,1,0.1055653885427534
2020,2726,474,1,0.0058393742052419
201,179,25,1,0.2917901791811146
8268,468,342,1,0.0
1687,691,4,1,0.330554879864199
424,573,15,1,0.0166122667978437
67,53,21,1,0.0
172,372,11,1,0.0
720,673,50,1,0.0325723164443658
160,439,16,1,0.1079829452010079
186,194,10,1,0.0910776305478922
540,685,113,1,0.0
135,182,5,1,0.0
262,539,80,1,0.0
2302,1244,916,1,0.0
139,189,9,1,0.0
637,695,262,1,0.0
264,368,1,1,0.0
420,409,8,1,0.0
1036,1027,139,1,0.0
39045,4261,156,1,0.0
106,121,78,1,0.0468591658691825
2416,1020,503,1,0.0
10213084,47,2887,1,0.0
503,509,91,1,0.0
317,349,6,1,0.0
100,104,8,1,0.0
694,678,48,1,0.0
465,700,685,1,0.0
717,1290,1167,1,0.0
242,171,75,1,0.0136908639636373
314,356,8,1,0.0
192,204,10,1,0.0308396806141746
186,392,39,1,0.0
668882,149,345,1,0.0
160,167,8,1,0.0
17856,755,368,1,0.0
1332,1002,185,1,0.1034152770925025
99,131,6,1,0.1388439664034974
672,427,180,1,0.0
287,225,151,1,0.0
498,973,297,1,0.0
117457,154,463,1,0.0
1084,1034,167,1,0.0
523,696,94,1,0.0
616,282,25,1,0.0150711894579355
502,512,58,1,0.2213150344650779
51,100,27,1,0.0734951416967012
3775,1170,220,1,0.0
787,4588,730,1,0.0903607844346795
91,46,0,1,0.0256039461811417
517,1025,962,1,0.0
34463,1791,379,1,0.0
1005,1017,90,1,0.0
1126,216,152,1,0.0
824,663,106,1,0.288494818965656
542039,673,1163,1,0.0
1344,6896,288,1,0.0
278,371,5,1,0.0
320,185,192,1,0.1116894773925506
5731,269,70,1,0.1701193157568276
1294,921,203,1,0.0
1055,1940,56,1,0.0
276841,23,620,1,0.0
3442,228,87,1,0.0177881103756662
2925,5668,55,1,0.1053954138827372
205,32,109,1,0.0785599928843828
185,229,12,1,0.0
539,638,119,1,0.0
803,675,108,1,0.3188603255332434
695,410,381,1,0.0
64,102,17,1,0.1344607820028175
266,326,20,1,0.3210161865543883
22,20,5,1,0.0
147,380,46,1,0.0
337,337,9,1,0.0
177,246,13,1,0.0
70,263,16,1,0.0745613396704235
538,685,69,1,0.0
1074,460,111,1,0.0
22703,3898,957,1,0.0
171,85,8,1,0.0635089105909718
461002,633,829,1,0.0
130,96,59,1,0.0
270,327,28,1,0.1495579714930151
49062,866,264,1,0.0
894,542,125,1,0.0
320,567,63,1,0.0
693085,387,3858,1,0.0
695,1055,32,1,0.0
302,409,8,1,0.0
300,371,12,1,0.0
408,405,8,1,0.0135810896604891
11673,309,100,1,0.1314443064762262
137,81,126,1,0.0601787555424762
1152,615,88,1,0.1590364838876415
3739,1643,380,1,0.0270073194243159
46,84,24,1,0.1579071173087123
1016,656,88,1,0.0
1195,2097,249,1,0.1583025975961044
634,718,327,1,0.0
2582,903,59,1,0.0
1708,990,132,1,0.0
705,590,19,1,0.0178032598092883
600,988,315,1,0.0
219,288,14,1,0.2054942663773115
1406,2867,156,1,0.0
814,497,62,1,0.0
571,511,49,1,0.0
1705,780,47,1,0.2371770252504254
29,19,2,1,0.0
203,277,25,1,0.0792811084958334
261,334,5,1,0.1023250742034122
978,963,64,1,0.0958835473820674
979,547,106,1,0.0
380,461,53,1,0.0107730735900706
538,657,18,1,0.0
1104,676,1505,1,0.2712408008806118
415,285,60,1,0.0
344,424,279,1,0.0779886433378181
706,671,53,1,0.0
5317,574,199,1,0.0
2372,801,582,1,0.0
44746,2915,187,1,0.0
1842,2711,129,1,0.0
210,293,15,1,0.2373063480756552
754,406,389,1,0.0362614285762876
1012,112,196,1,0.0
1946,2763,68,1,0.0114161695622827
31,31,13,1,0.0
339,338,12,1,0.0
809,701,101,1,0.211069835188635
2461,868,730,1,0.0
270,370,2,1,0.0
645374,414,384,1,0.0
1224,314,77,1,0.0
515,465,71,1,0.0
166,241,27,1,0.0
44213,1470,36,1,0.0
1949,1012,206,1,0.0
564,469,76,1,0.004686309271923
1112,843,69,1,0.0
2576,631,383,1,0.0
163,375,24,1,0.0
124,101,10,1,0.0997078967378638
604,431,52,1,0.2112514877025147
394,349,39,1,0.0
546,3354,168,1,0.0
314,1304,68,1,0.0
119,288,4,1,0.0
105,126,12,1,0.0
291,329,6,1,0.1054057307808979
1539,615,59,1,0.1358929095372917
163,189,14,1,0.0939487525981367
8593689,161,2617,1,0.0
35,87,9,1,0.0901147998819395
6158024,1171,400,1,0.0736438605712125
115,203,61,1,0.0
415,393,18,1,0.0716691201879596
948,579,289,1,0.0
300,207,171,1,0.0300029271348577
356404,492,457,1,0.0
307,393,8,1,0.0
440,859,862,1,0.0
3182,840,217,1,0.0
190,183,4,1,0.0
279,238,134,1,0.0
495,998,115,1,0.0
162,271,29,1,0.0
148,327,28,1,0.0
22,24,5,1,0.0
1275,905,170,1,0.0
536,484,61,1,0.135836155264715
11205,3672,46,1,0.0168192251694376
2612,474,224,1,0.0
392,500,117,1,0.0
571,581,16,1,0.0
944,1198,27,1,0.0
7714,232,102,1,0.06758955284747
1990,2781,67,1,0.0155261272159149
8793,330,237,1,0.1252194090993224
1208,336,163,1,0.0350885117647389
1100,1873,316,1,0.0
970,952,50,1,0.1464838021467213
10122,1228,313,1,0.0
25163,5600,938,1,0.0
2704,691,157,1,0.0
1084,914,58,1,0.0385745933435317
49095,725,183,1,0.0
3586,184,70,1,0.0
131,176,8,1,0.0
396,453,71,1,0.2847505659610961
34638,1875,378,1,0.0
33684,1464,387,1,0.0
734,1060,763,1,0.0
1484,668,251,1,0.0146011455160853
156,118,5,1,0.0
1216,943,167,1,0.0
689,995,123,1,0.0
11478,4009,43,1,0.027950316936723
1253,478,83,1,0.1169868389552515
7092,705,183,1,0.0203026542561165
85,56,4,1,0.0
155,191,18,1,0.0
218,263,21,1,0.0
4896,557,171,1,0.0
602,1040,65,1,0.0
173,247,20,1,0.0
85,166,73,1,0.0742815586950114
1528,1152,202,1,0.1938288525015189
1092,667,91,1,0.0601034846788168
748,344,20,1,0.0425451555431552
87,26,1,1,0.1421046078144722
301,394,10,1,0.0
130,224,64,1,0.0
800,4458,632,1,0.0884262393321294
1928,2535,421,1,0.0
696,1401,93,1,0.0
3697,539,102,1,0.0
759,1118,15,1,0.0
187,308,7,1,0.1692030517464892
376,466,46,1,0.0256473401181763
1296,408,80,1,0.0906989418613093
2667,576,329,1,0.0
110,113,5,1,0.030511762632404
842,509,95,1,0.0
757,211,80,1,0.0
719,1421,97,1,0.0
1187,899,99,1,0.0
331,330,3,1,0.0
1307,854,177,1,0.0
737,1008,707,1,0.0972231142552592
4845,696,299,1,0.0
862,521,123,1,0.0
105,130,19,1,0.0
415,403,314,1,0.0309914068534927
1037,534,113,1,0.0222238144689078
768,394,30,1,0.0
7023,325,69,1,0.0
537,650,73,1,0.0
107,98,8,1,0.0138257505081704
1242,540,33,1,0.1254171325771896
105467,255,544,1,0.0
286,330,14,1,0.2032009253546641
670,358,126,1,0.0
665,975,302,1,0.0
1027,2259,89,1,0.0
5189,661,238,1,0.0
10121,1070,589,1,0.0
217,74,8,1,0.0
9400,799,465,1,0.0555078502011382
876460,26,7197,1,0.0
120,190,39,1,0.0785948450690582
1527,2436,219,1,0.1261950237295977
385,447,282,1,0.0409345109265209
634,1023,57,0,0.0
79,60,7,1,0.0
592,1357,23,1,0.0
23121,897,680,1,0.0
1010,526,130,1,0.0
1266,483,53,1,0.110386129629067
625,589,50,1,0.0
1262,492,50,1,0.1127346166835288
1759,642,74,1,0.0
199,371,43,1,0.0
203,345,33,1,0.0
213,267,25,1,0.0
33941,2417,432,1,0.0
164,92,11,1,0.0847139489693785
1004,551,299,1,0.0
171,171,10,1,0.244099774905956
14754,563,483,1,0.0
408,396,10,1,0.0783563822773115
283,1341,60,1,0.0
100,126,7,1,0.1165696373605921
34468,2026,393,1,0.0
2684,582,190,1,0.0
373,361,54,1,0.0
181,391,32,1,0.0
46,84,24,1,0.1555579715284913
135,181,4,1,0.0
3543,345,102,1,0.0
540,696,111,1,0.0
457,627,35,1,0.0
207,71,5,1,0.0
1197,328,174,1,0.0281885634963156
30637,1412,486,1,0.0
307,396,9,1,0.0
1448,696,248,1,0.0
11490,237,84,1,0.1503864425488189
102,245,6,1,0.0740793972550613
3723,953,282,1,0.0
169,225,20,1,0.0
73,52,7,1,0.0488540484482326
536,664,17,1,0.0
1781,539,56,1,0.0
112,449,0,1,0.0273425281748599
11303,1081,174,1,0.0
18943,720,456,1,0.0
2437,407,153,1,0.0
287,226,158,1,0.0026332061690476
1146,1929,401,1,0.0543506660317046
2446,398,144,1,0.0
114,180,32,1,0.0
505,501,87,1,0.0
2571,733,73,1,0.0
107,102,9,1,0.0
915,557,342,1,0.0
1227,379,77,1,0.0320567082405834
664,444,194,1,0.0
19036,699,509,1,0.0
2591,996,84,1,0.0
782123,79,3918,1,0.0
43256,3449,170,1,0.0
335,553,75,1,0.0
258,323,6,0,0.1661377021040153
147,173,5,1,0.0
204,264,26,1,0.0
19121,680,556,1,0.0
228,237,5,1,0.0
358,432,282,1,0.0679582806669269
40960,3860,106,1,0.0
1010,987,84,1,0.0559734308606406
434,1249,56,1,0.0
755,364,18,1,0.1008603892138629
831,149,33,1,0.0559608491519654
173,167,6,1,0.0
726,643,66,1,0.0
367,476,32,1,0.0807831732169031
245,334,7,1,0.0969055096637488
750,535,19,1,0.0937217437897581
193,410,25,1,0.0
693,656,41,1,0.0
870405,23,6733,1,0.0
950,1179,33,1,0.0
7825,591,282,1,0.0
693,647,60,1,0.0
287,371,8,1,0.0
944,931,1415,1,0.1570447368749152
110,180,55,1,0.0075963126579706
153,97,28,1,0.0745860038627012
5337,623,216,1,0.0
2258,157,220,1,0.0
304,559,55,1,0.0
129,122,4,1,0.0
728,1204,1214,1,0.0
12917,795,210,1,0.0
164,164,7,1,0.0
1741,569,18,1,0.1846448698129911
4115,3427,24,1,0.1993920674446997
365,436,282,1,0.0603696977278873
350928,112,415,1,0.0590317320126874
402,456,281,1,0.0241957982631503
128,176,10,1,0.0
117,206,62,1,0.0
266,300,55,1,0.1856948606773719
961,73,35,1,0.0447021029075738
831,1679,103,1,0.0
49540,299,48,1,0.0
509,670,85,1,0.0
1021,518,179,1,0.0
416,394,18,1,0.0684437954540614
1518,1432,39,1,0.0
72,109,14,1,0.1057433910874382
752,3549,420,1,0.0
88,43,0,1,0.0449452564635263
263,538,77,1,0.0
805,3599,485,1,0.0
134,232,64,1,0.000465246043267
97,176,61,1,0.0107048823961105
18,19,5,1,0.0
396,427,22,1,0.0
1309,1197,77,1,0.089530473708563
538,645,96,1,0.0
110,371,88,1,0.0
398,251,20,1,0.1339114382811082
1197,629,6,1,0.1453814925509328
1170,611,88,1,0.1677226433912471
353,547,82,1,0.0
467,315,215,1,0.0
7411,302,140,1,0.0
530643,626,1134,1,0.0
216,75,9,1,0.0030549457093379
710,580,18,1,0.048621631390137
148,448,15,1,0.1465598839396619
2750,599,234,1,0.0
220,386,78,1,0.0
515,496,49,1,0.2377413634455709
1889,2344,346,1,0.0
1051,1040,152,1,0.0720761787378017
642,710,302,1,0.0
676,1003,92,1,0.0
50331,894,251,1,0.0
708,425,354,1,0.0
177,170,110,1,0.0
329,335,1,1,0.0
119,111,73,1,0.0
591,1367,27,1,0.0
985,1161,83,1,0.0
560,1102,1097,1,0.0
2433,422,168,1,0.0
541051,673,1159,1,0.0
1004,962,42,1,0.2530145776838746
1716,1675,79,1,0.0
69,31,1,1,0.0890101488252934
128,236,57,1,0.0
171,377,11,1,0.0
63,111,3,1,0.0
7805372,9,5649,1,0.0
2641,756,100,1,0.0
417,478,235,1,0.0
69441,247,161,1,0.0
1124,1854,409,1,0.0
989,954,38,1,0.2271407722768569
928,545,1021,1,0.1307522024796199
814,4842,117,1,0.0
907,107,153,1,0.0
71827,681,331,1,0.0
1246,1194,8,1,0.0
2155,1097,300,1,0.0
4258,399,89,1,0.0
616,1364,992,1,0.0
2694,560,313,1,0.0
772,425,593,1,0.0
502937,510,1063,1,0.0
1373,477,87,1,0.0469566104224298
163,93,11,1,0.0854803487115339
696,677,48,1,0.0
50630,776,389,1,0.0
1728,1511,78,1,0.0
1177,1857,379,1,0.0
1110,2574,64,1,0.0
497,1170,78,0,0.0
6524137,505,358,1,0.0274193261036163
305,333,10,1,0.0878354441301273
799,154,99,1,0.0
155,190,17,1,0.0
203,269,29,1,0.0
35,28,3,1,0.0
397,249,18,1,0.1405306868537023
454,412,15,1,0.0
264,210,146,1,0.0
258,355,4,1,0.0
1366,1300,21,1,0.0
781,472,9,1,0.329282429814801
363,481,25,1,0.1079687180032029
638,1021,54,0,0.0
301,392,10,1,0.0
5729,619,207,1,0.0
113,110,6,1,0.0445342651964904
335,512,28,1,0.0955636255621357
91,111,40,1,0.0
157,171,9,1,0.0
980,998,56,1,0.2066435707205207
143,239,56,1,0.0
74,43,4,1,0.078103286916203
44455,3020,184,1,0.0
41,23,2,1,0.0131949062326278
310,361,11,1,0.0
504,682,51,1,0.0
94,127,7,1,0.0837976116721529
420,568,15,1,0.0237936216789566
789,934,819,1,0.0342222707807255
162,216,28,1,0.0
325117,65,497,1,0.0333934136739384
244,339,9,0,0.0
166,163,9,1,0.173290475144236
127,103,10,1,0.0897251747547576
97099,459,566,1,0.0
2675,503,254,1,0.0
284,326,3,1,0.1430077437701367
2002,299,114,1,0.0
190,180,13,1,0.0
1265,2955,80,1,0.0
2078,348,152,1,0.0
124,448,10,1,0.2044850686452135
191,410,20,1,0.0
725,415,371,1,0.0
112,442,8,1,0.0
3544,316,96,1,0.0
8516,399,376,1,0.0
104,109,5,1,0.0
1680,2972,157,1,0.0133452018250913
440,278,155,1,0.0
702,604,23,1,0.0
663,1023,40,1,0.0
774,520,26,1,0.0635377025597263
281,547,63,1,0.0
1085,1063,199,1,0.0
276,371,4,1,0.0
710030,399,464,1,0.0
1429,629,211,1,0.0063437623834021
992,976,78,1,0.0565982233703557
131,99,10,1,0.0930170965438424
170,166,8,1,0.2448321236976873
187,65,57,1,0.0732415225353566
391,494,111,1,0.0
42,30,9,1,0.0
95,174,63,1,0.022407979220529
398,297,87,1,0.0
506,571,111,1,0.0
105,97,8,1,0.0
502,481,30,1,0.2738054115707205
35,21,3,1,0.0
706,1255,748,1,0.3289643857820763
106,250,31,1,0.0
371,471,39,1,0.0548490390433193
493,997,106,1,0.0
133,96,67,1,0.0
350529,113,410,1,0.059828495940685
91904,212,319,1,0.0
193,173,23,1,0.0
134,97,12,1,0.0524032268988344
421,904,230,1,0.0
1568,1834,170,1,0.0877382051312199
397,831,176,1,0.0
12939,811,212,1,0.0005186252998106
36993,1687,417,1,0.0
1203,1158,24,1,0.0
103,178,58,1,0.0
46,35,13,1,0.0
23761,951,663,1,0.0
871,1146,88,1,0.0
306,375,10,1,0.0
263,332,15,1,0.2410637991164007
309,390,10,1,0.0
406,403,6,1,0.0285263166212003
10412,945,517,1,0.0
158,99,12,1,0.0964061325078446
511,582,113,1,0.0
496,1002,107,0,0.0
206,78,9,1,0.0125724268992226
537,674,41,1,0.0
799,1156,6,1,0.0
151,127,6,1,0.0
115,97,28,1,0.0
539,668,116,1,0.0
117,99,11,1,0.0579175255374722
167,164,7,1,0.0
807,678,109,1,0.31580770588391
64819,357,492,1,0.0
2413,349,157,1,0.0
894,72,71,1,0.0625612267946373
79,36,15,1,0.0866769117054149
5186,628,209,1,0.0
199,193,11,1,0.0
339902,2,684,1,0.0
20220,1178,787,1,0.0
763,669,84,1,0.0
561,597,21,1,0.0
193,393,50,1,0.0
269,370,122,1,0.0
539,655,119,1,0.0
852,515,108,1,0.0
120,177,19,1,0.0
759,372,27,1,0.0
196,344,23,1,0.0
104,102,7,1,0.0171294172488906
78,33,1,1,0.1133325454706146
2638168,355,329,1,0.0
10155,1235,267,1,0.0
421,310,41,1,0.0
256,351,5,1,0.0
1057,1055,175,1,0.0
484,1187,63,1,0.0
33,34,3,1,0.0
160,87,49,1,0.0402748782276089
403,404,8,1,0.0
105,110,6,1,0.0
1352,630,140,1,0.0551600476207664
92,47,0,1,0.0199913109780409
5535,436,136,1,0.0958116776038819
113,395,87,1,0.0
201,43,73,1,0.0526557035606254
176,163,14,1,0.1148283145732981
266,324,7,1,0.2290242401156755
303,369,12,1,0.0
894,3086,60,1,0.0
756,537,71,1,0.0624901763571654
360,339,48,1,0.0
405,267,37,1,0.0812912334847822
696669,133,1194,1,0.0
49,86,22,1,0.1832441990804974
822,845,239,1,0.0
312,373,12,1,0.0
291,327,3,1,0.1212293129866959
354,539,69,1,0.040760194689925
5380,602,211,1,0.0
1929,2538,422,1,0.0
163,254,35,1,0.0
72,43,20,1,0.0550742679583675
2351,794,496,1,0.0
1353,495,135,1,0.0542962625143448
516,662,95,1,0.0
756,427,550,1,0.0
315,344,9,1,0.0
89,139,50,1,0.0752024232417183
752,4651,713,1,0.0990208893587621
615,1034,59,1,0.0
719,624,39,1,0.0
83,39,0,1,0.071605306862988
984,2581,260,1,0.1547018819381624
124,122,4,1,0.0
792,670,100,1,0.2563862434079844
494,484,37,1,0.2305554492372232
472,1044,148,1,0.0
6199179,1096,395,1,0.0684477771420439
1793,479,253,1,0.0
998,527,158,1,0.0
897,700,231,1,0.0
670,3471,319,1,0.0
227,238,5,1,0.0
983,953,41,1,0.2038171253281359
17416,419,298,1,0.0
784,522,128,1,0.0
720,1229,12,1,0.0
7305,265,77,1,0.028520971895912
4050,3879,9,1,0.2084269549090183
447,908,904,1,0.0
130,177,45,1,0.0
10759,645,100,1,0.0969863416271314
1309,932,227,1,0.0
1791,634,44,1,0.1116000945687804
884,4598,95,1,0.0
123,179,15,1,0.0138786390306925
1422,2033,250,1,0.1193549870805533
377,259,4,1,0.1385548342721073
5239,641,216,1,0.0
3397,983,321,1,0.0374077968017315
663,1372,87,1,0.0
98,171,65,1,0.0430041049157023
75,118,9,1,0.0
1470,1221,232,1,0.2847213588944531
99,177,57,1,0.0
161,231,19,1,0.1241817180435416
1795,473,259,1,0.0
999,590,80,1,0.0406547614325357
852,510,95,1,0.0
406,284,88,1,0.0
3161,3229,225,1,0.1191084524269552
1035,520,227,1,0.0
717,454,585,1,0.0
1493,1002,179,1,0.0
420,367,70,1,0.0
267,335,118,1,0.0
91,122,10,1,0.0
219,323,15,0,0.0
87,111,37,1,0.0
789,398,391,1,0.0862088252099973
5664,325,92,1,0.1450050281832958
424,272,147,1,0.0
469,517,170,1,0.0
106,467,4,1,0.1555468398452253
216,171,90,1,0.0
99,486,8,1,0.2954362065654587
55,83,14,1,0.0940571490117695
650952,411,383,1,0.0
10301,2086,374,1,0.0
148,123,6,1,0.0080612595427327
500,1242,51,1,0.0
182,168,94,1,0.0941410970228242
76,34,1,1,0.1085667475467207
1118,698,1562,1,0.2858848856752275
10638,2824,153,1,0.0
704,672,53,1,0.0
159,88,24,1,0.0806512316935587
363,480,26,1,0.1047466735841359
994,978,80,1,0.0513767704202961
189,414,20,1,0.0
45,80,23,1,0.1803294731857396
1127,587,53,1,0.0910809336285984
5181,806,218,1,0.0
1184,1915,71,1,0.0
78,61,8,1,0.0
626,1026,63,0,0.0
34,87,8,1,0.0870645835746384
302,407,9,1,0.0
1781,2790,97,1,0.0039832215271254
13565,425,323,1,0.0
190,407,19,1,0.0
54,82,16,1,0.1085515751106929
2462,962,553,1,0.0
3917,379,108,1,0.0
1207,335,165,1,0.0339286987733652
309,537,33,1,0.0772786422969009
146,258,30,1,0.0
138,95,72,1,0.0032239713932969
2366,818,532,1,0.0
1842,1372,616,1,0.053366437214707
156,131,91,1,0.0
256,341,9,1,0.0632691049465405
547,461,58,1,0.0609170587576067
1307,167,114,1,0.0
2733,890,774,1,0.0
154,320,19,1,0.0
135,175,5,1,0.0
2977,462,176,1,0.0811244786977741
1488,1907,142,1,0.0
9927,1234,641,1,0.0013879073505524
726,1226,1220,1,0.0
9224,663,399,1,0.0757987215613075
207,206,9,1,0.0
57,28,1,1,0.057029572569656
2922778,271,358,1,0.0
411,382,14,1,0.1272989616871096
413,144,9,1,0.0
6940,281,57,1,0.0126946442514977
318,184,196,1,0.0799857628634725
128,96,55,1,0.0
542,481,64,1,0.1096085269124118
802,150,99,1,0.0006046168500176
210,48,72,1,0.0490941461538827
246,323,9,0,0.1147682508209026
501,475,27,1,0.2692198052046332
2591,843,59,1,0.0
154,306,6,1,0.0
814,739,88,1,0.0404726479722641
766,424,574,1,0.0
228,383,246,1,0.0875232733373626
175,255,12,1,0.0
547,487,84,1,0.0
3617,318,62,1,0.0205824968460328
190,399,51,1,0.0135407710498664
68,65,14,1,0.0
273,351,8,1,0.0
144,234,53,1,0.0
1365,1198,140,1,0.1705858053677776
1274,611,28,1,0.1078739845416853
1134,2125,245,1,0.1351979140879312
971,1117,55,1,0.0
461,944,268,1,0.0
167,208,24,1,0.0
1184,401,77,1,0.0244484395535183
90,166,72,1,0.077418517775364
222,269,20,1,0.0346472741609488
74,107,13,1,0.0
418,307,117,1,0.0
78,54,9,1,0.0450094109157514
18960,716,466,1,0.0
3772,266,36,1,0.0
874,1183,15,1,0.0
168,208,23,1,0.0
1512,596,71,1,0.0919112675414153
1592,6444,343,1,0.0
38,37,17,1,0.0
1456,558,100,1,0.0
93,116,133,1,0.169081274063399
2527,927,377,1,0.0
1020,989,80,1,0.1902847133277966
224,241,8,1,0.0
4480,1269,285,1,0.0
642471,135,382,1,0.0
10112,991,545,1,0.0311855817552755
189,414,19,1,0.0
204,391,107,1,0.0245925698248622
1794,1872,160,1,0.0
176,389,25,1,0.0
3631,1468,188,1,0.0385466716188869
87,163,75,1,0.0928186930541616
1536,2812,55,1,0.0
257,345,6,1,0.0090806562937385
1864,2709,192,1,0.0
176,249,13,1,0.0
127,176,11,1,0.0
974,552,102,1,0.0
438,1421,53,1,0.0
385,478,80,1,0.0
78,32,1,1,0.1149064764514626
437,411,12,1,0.0
10937,437,83,1,0.1301630892988597
644332,255,508,1,0.0
302,557,54,1,0.0
634,718,327,1,0.0
2617,1033,896,1,0.0
757,957,335,1,0.0
188,414,19,1,0.0
6958,645,166,1,0.0420461160891205
95,413,86,1,0.0
1732,1157,283,1,0.0
1451,78,52,1,0.0
670,353,122,1,0.0
852686,95,5698,1,0.0
5282,652,222,1,0.0
406,652,97,1,0.0
172,172,10,1,0.2372277572502209
106,178,57,1,0.0
105,123,16,1,0.0
1437,1166,239,1,0.2623930572622843
293,538,85,1,0.0
876,528,142,1,0.0
259,338,11,1,0.1338978856429701
265,287,108,1,0.0
310,385,11,1,0.0
512954,68,564,1,0.0
188,172,17,1,0.0658246377918591
258,354,4,1,0.0
155,109,10,1,0.0585530284460656
540,651,18,1,0.0
420,271,144,1,0.0
704,672,53,1,0.0
378,469,45,1,0.2431673342367939
898,430,369,1,0.1608537166603744
305,366,12,1,0.0
302,313,26,1,0.1590162681606234
2483,688,439,1,0.0
10747,3062,82,1,0.0
121,212,62,1,0.0
584,3151,125,1,0.0311859293443058
1256,506,45,1,0.1163944981533962
408,405,8,1,0.0131560888079459
10510,903,493,1,0.0
359,433,282,1,0.0662328616563792
256,535,82,1,0.0
261,359,3,1,0.0
257,318,27,1,0.2002147507106496
586,431,42,1,0.2236039150825629
972,75,176,1,0.0078587993751264
138,179,4,1,0.0
695,600,27,1,0.0
871087,55,6511,1,0.0
735,1049,758,1,0.0
1700,2779,331,1,0.0
935,1208,23,1,0.0
320717,216,99,1,0.1137725640577907
999,526,125,1,0.0
340,155,227,1,0.1415891973643758
1019,543,299,1,0.0
310,359,11,1,0.0
1750,2738,67,1,0.0
115,120,3,1,0.0
7708,624,266,1,0.0
543,641,20,1,0.0
301,396,10,1,0.0
1805,430,109,1,0.0
464118,348,964,1,0.0
3256,723,196,1,0.0456005384084471
37854,3585,226,1,0.0
3519,921,213,1,0.0
312,376,11,1,0.0
489,520,36,1,0.2268296662964613
262,539,80,1,0.0
838,135,118,1,0.0
970,557,99,1,0.0
1066,2021,113,1,0.0
155,98,12,1,0.1
1583,1390,163,1,0.1676941902299322
91818,271,368,1,0.0
14677,792,267,1,0.0
868,3099,62,1,0.0
1074,413,171,1,0.0
288,328,6,1,0.114080811284787
311,532,28,1,0.0967631806389723
481,459,29,1,0.1501433352368642
9,20,1,1,0.0
517,463,70,1,0.0
3753,927,273,1,0.0
97580,17,175,1,0.0
4544,471,126,1,0.0
11414,207,77,1,0.158281383631775
314,529,24,1,0.1132305978388954
552,1316,34,1,0.0
694,584,59,1,0.0412467895306273
933,1187,59,1,0.0
175,247,18,1,0.0
5282,652,222,1,0.0
8695,241,155,1,0.1393662636163072
1538,681,180,1,0.1126307379078467
422,272,145,1,0.0
227,242,7,1,0.0
1011,998,98,1,0.0
102571,395,554,1,0.0
44357,1365,33,1,0.0
504,1058,962,1,0.0732667723545887
333470,111,617,1,0.0
620,474,217,1,0.0
1209,1982,123,1,0.0
116,473,11,1,0.2506574190451418
4889,555,170,1,0.0
254,343,6,1,0.0130011136322469
166,337,9,1,0.0
